broad_id,BDB Target,DC Target,DRH Target,TTD Target,Merged Target
BRD-K16189898,"MAPK1, IGF1R, CHEK1, CDK1, KDR, PDPK1, GSK3B, FLT1, PRKCZ, GSK3A, FGFR1, INSR, TEK",,"CDK1, GSK3A, GSK3B, MAPK1","AKT1, MAPK1, IGF1R, CHEK1, KDR, CDK1, PDPK1, FLT1, GSK3B, PRKCZ, GSK3A, CSNK1E, FGFR1, INSR, TEK","MAPK1, IGF1R, AKT1, CHEK1, CDK1, KDR, GSK3B, PDPK1, FLT1, PRKCZ, GSK3A, CSNK1E, FGFR1, INSR, TEK"
BRD-K00004971,,,,,
BRD-K29458283,"ABCC3, CA1, CA9, CA2, ABCC4, CA12","CTSE, CTSD, OPRD1, ADAM9",,"ABCB11, SLCO1B3, CYP2D6, ABCC2, CA1, CA9, CA2, ABCC4, CA12","ABCB11, CTSD, ABCC3, ADAM9, SLCO1B3, CYP2D6, CTSE, ABCC2, OPRD1, CA1, CA9, CA2, ABCC4, CA12"
BRD-K93546328,,,,,
BRD-K08111712,"ABCC4, ABCC3",CYP3A4,CD55,,"CD55, ABCC3, ABCC4, CYP3A4"
BRD-K33742430,,,,,
BRD-K25209357,,,,,
BRD-K21452876,,,,,
BRD-A57133233,,,,,
BRD-K89409436,,,,,
BRD-K52256627,"UBE2N, SLC47A1, SLC22A1, BCL2L11, MMP9, SLC22A2, HNF4A, SLC22A3, PLIN5, PLIN1, SLC47A2","SLC47A1, SLC22A1, MMP9, SLC22A2, MMP2, SLC22A3, SYNJ2, SLC47A2",,"SLC47A1, GSR, MMP9, MMP2, SLC22A3, SLC47A2","UBE2N, SLC47A1, SLC22A1, BCL2L11, GSR, MMP9, SLC22A2, MMP2, HNF4A, SLC22A3, SYNJ2, PLIN5, PLIN1, SLC47A2"
BRD-K01653460,,,,,
BRD-K61802864,,,,,
BRD-K18030938,CHRNA4,,CHRNA1,,"CHRNA4, CHRNA1"
BRD-K38704569,,"NR3C1, CYP2C19",PGR,,"NR3C1, CYP2C19, PGR"
BRD-A20348246,,,GABRA1,,GABRA1
BRD-K60443845,"NR2F2, GALR3",,,,"NR2F2, GALR3"
BRD-K39495750,KCNH2,,,,KCNH2
BRD-K89056082,,,,,
BRD-K47114202,"PTPN1, HDAC1, APP, PTPN2",,SLC37A4,"PTPN1, SLC37A4, AKR1B1, APP","APP, SLC37A4, HDAC1, PTPN1, AKR1B1, PTPN2"
BRD-K23728266,,,,,
BRD-A92960111,,,,,
BRD-K86864073,,SCN10A,"ATP1A1, CHRNA10, GRIN3A, HTR3A, SCN10A, SLC6A3",,"HTR3A, GRIN3A, ATP1A1, CHRNA10, SLC6A3, SCN10A"
BRD-K83257731,,PTK2,HRH1,,"HRH1, PTK2"
BRD-A91699651,,,MRGPRX1,,MRGPRX1
BRD-K88682005,CA1,"CA2, SLC12A3","CA1, CA2, CA4, SLC12A3",,"CA4, SLC12A3, CA1, CA2"
BRD-K04358951,,,,,
BRD-K27062708,,"ESR2, ESR1","ESR1, ESR2",,"ESR2, ESR1"
BRD-K17075857,"MKNK2, ALOX15B, OPRK1, ALOX15, ALOX12, ALOX5, HSP90AA1","ALOX15, ALOX15B, ALOX12, ALOX5",OPRK1,"ALOX15, ALOX12, ALOX5, NR1I2","MKNK2, NR1I2, ALOX15B, OPRK1, ALOX15, ALOX12, ALOX5, HSP90AA1"
BRD-K83335125,PDE10A,,,,PDE10A
BRD-K17223896,,"HTR2B, MAOA",,,"MAOA, HTR2B"
BRD-K01826567,,"ADRA1D, SLC6A2, HTR2C, ADRA2B, CHRM3, CHRM1, HRH1, HTR2A, SIGMAR1, CHRM2, CHRM4, CHRM5, HRH2, SLC6A4, SLC6A3, ADRA2A",,,"ADRA1D, SLC6A2, HTR2C, ADRA2B, CHRM3, CHRM1, HRH1, HTR2A, SIGMAR1, CHRM2, CHRM4, CHRM5, HRH2, SLC6A4, SLC6A3, ADRA2A"
BRD-A92262698,,,,,
BRD-K00003537,,,,,
BRD-A39230911,,,,,
BRD-K25494650,,,DHFR,,DHFR
BRD-K89997465,"HTR2B, DRD4, HRH1, HTR6, DRD2, HRH4, HTR2C, AOX1, CYP2C19, HRH3, CHRM5, NOX1, ABCC3, CHRM3, CACNA1C, ALB, CYP3A4, SLC22A1, PRNP, ADRA1A, CYP2C9, HTR7, KCNH2, SLC6A4, ABCC4","HTR2B, GRIN3A, ADRA1D, SCN2A, DRD1, MC3R, RYR1, DRD4, OPRK1, HRH1, GRIN2D, SIGMAR1, OPRD1, GRIN2A, KCNK2, HTR6, DRD2, GRIN2C, ADRA2A, HRH4, OPRM1, SLC6A2, HTR2C, AOX1, ADRA2C, CYP2D6, HTR1A, SCN3A, HTR2A, SLC6A3, ABCB1, HRH2, CHRM5, SCN1A, EGFR, HTR1B, HTR3A, HTR1E, CALM2, ADRA2B, CHRM3, HTR5A, GRIN1, GFER, DRD3, CHRM2, CALM3, MC4R, FYN, ADRA1B, ERBB2, SLC22A1, TACR2, DRD5, SMPD1, PRNP, GRIN3B, ADRA1A, CHRM1, SLC22A2, CHRM4, MC5R, HTR7, KCNH2, SLC6A4, GRIN2B, HTR1D, CALM1","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CALM1, CHRM1, CHRM3, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HRH4, HTR1A, HTR2A, HTR2B, HTR2C, HTR6, HTR7, KCNH2, ORM1, ORM2, SMPD1, TRPC5","HTR2B, DRD1, DRD4, ABCC2, HRH1, HTR6, DRD2, AOX1, HTR2C, CYP2D6, HTR1A, HRH3, HTR2A, ABCB1, DRD3, CYP3A4, ABCB11, DRD5, PRNP, CYP2C9, CHRM1, CHRM4, HTR7, KCNH2, SLC6A4, ABCC4","ADRA1D, HTR6, SLC6A2, HTR1A, HRH3, SCN3A, HTR2A, ORM1, CHRM5, HRH2, SCN1A, HTR1B, CHRM3, HTR5A, CYP3A4, SMPD1, CHRM4, HTR7, HTR1D, GRIN3A, MC3R, ABCC2, SIGMAR1, GRIN2A, KCNK2, GRIN2C, CYP2C19, EGFR, NOX1, HTR3A, HTR1E, CALM2, GRIN1, CACNA1C, CALM3, DRD5, CHRM1, SLC6A4, CALM1, SCN2A, DRD1, DRD4, OPRD1, ADRA2C, HTR2C, SLC6A3, ABCC3, DRD3, CHRM2, ORM2, ALB, MC4R, FYN, ADRA1B, TACR2, PRNP, GRIN3B, ADRA1A, MC5R, ABCC4, HTR2B, RYR1, OPRK1, HRH1, GRIN2D, DRD2, ADRA2A, HRH4, OPRM1, AOX1, CYP2D6, ABCB1, TRPC5, ADRA2B, GFER, ABCB11, ERBB2, SLC22A1, CYP2C9, SLC22A2, KCNH2, GRIN2B"
BRD-K97746869,"ABCC4, ALB, ABCC3","ABCC8, KCNJ11","ABCC8, KCNJ10","ABCB11, ABCC4, CYP51A1, ABCC2","ABCB11, ABCC3, CYP51A1, ABCC2, ABCC8, KCNJ10, ALB, KCNJ11, ABCC4"
BRD-K59590127,,,,,
BRD-K36207157,"SLC22A1, HRH3, HRH1, HTR6, DRD2","SLC22A1, DRD1, DRD5, CHRM3, DRD4, DRD3, CHRM1, HRH1, HTR2A, CHRM4, CHRM2, CHRM5, HTR6, DRD2","CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, HRH1, HTR2A, HTR2B, HTR2C","ABCB11, DRD5, DRD1, DRD3, HRH3, HRH1, HTR6, DRD2","HTR2B, ABCB11, HTR2C, SLC22A1, CHRM3, DRD1, DRD5, DRD4, DRD3, CHRM1, HRH1, CHRM4, HTR2A, CHRM2, HRH3, CHRM5, HTR6, DRD2"
BRD-K08303368,,,ACHE,,ACHE
BRD-K90374350,,,,,
BRD-K00003353,,,,,
BRD-A26384407,,,"CA1, CA12, CA14, CA2, CA4, CA7, SLC12A1",,"CA7, CA4, CA2, SLC12A1, CA12, CA1, CA14"
BRD-K98174813,"ABCC4, NOS1, NOS2, ABCC3","NOS1, NOS2, NOS3, KCNMA1, KCNN4","KCNMA1, KCNN4","ABCB11, NOS1, NOS2, NOS3, ABCC2, ABCC4","ABCB11, NOS1, NOS2, ABCC3, NOS3, ABCC2, KCNMA1, ABCC4, KCNN4"
BRD-K62779383,VDR,"GLRA1, CYP27B1, CYP27A1, VDR, CYP2R1",VDR,"VDR, GLRA1","GLRA1, CYP27B1, CYP27A1, VDR, CYP2R1"
BRD-K19338361,"NR1H3, POLA1",,RORA,"TOP2A; TOP2B, RORC, POLA1, CYP51A1","RORC, CYP51A1, TOP2A; TOP2B, POLA1, RORA, NR1H3"
BRD-K43164539,"VDR, PLA2G1B, GPBAR1, NR1H4","GPBAR1, NR1H4","ADH1C, CES1, COX4I1, COX5A, COX5B, COX6A2, COX6B1, COX6C, COX7A1, COX7B, COX7C, COX8A, ESRRG, FABP6, FECH, GPBAR1, MT-CO1, MT-CO2, MT-CO3, PLA2G1B",,"MT-CO3, GPBAR1, PLA2G1B, VDR, MT-CO2, COX5A, FECH, COX6A2, COX6C, ADH1C, CES1, ESRRG, FABP6, COX4I1, COX7A1, COX7C, COX8A, COX7B, MT-CO1, COX5B, COX6B1, NR1H4"
BRD-K77300776,"CHRNA4, ACHE",,"ACHE, BCHE, CHRNA2, PCYT1A, PCYT1B, PHOSPHO1, PLD1, PLD2",,"ACHE, PHOSPHO1, PLD2, CHRNA2, CHRNA4, PLD1, BCHE, PCYT1B, PCYT1A"
BRD-K00003587,,,,,
BRD-A19381518,,,GRM5,,GRM5
BRD-K76259716,,,GSG2,,GSG2
BRD-M02075109,,,,,
BRD-K27911943,KCNE1,,,,KCNE1
BRD-K01029106,,,,,
BRD-K94720315,PTPN1,,,,PTPN1
BRD-K22861715,"PTGS2, GSK3B, CYP19A1, CA12, NEU2, CA4, DAPK1, CBR1, CYP1A1, CA9, MAPK10, PSMB5, MAPK14, NR5A1, CYP1B1, CA1, CYP3A4, DPP3, CA7, XDH, ABCG2, CDK6, FLT3, CYP2C9, NR0B1, CA2",,"AKR1B1, CDK6, CYP19A1, CYP1B1","Malaria fabG, PTGS2, CA2, CYP19A1, CA12, GLO1, CA4, CYP2D6, CBR1, CA9, AKR1B1, PSMB5, CYP2B6, LCK, CYP1B1, CA1, CYP3A4, CA7, XDH, ABCG2, CDK6, FLT3, CYP2C9, CYP2A6","Malaria fabG, PTGS2, GSK3B, CYP19A1, CA12, NEU2, GLO1, CA4, CYP2D6, DAPK1, CBR1, CYP1A1, CA9, AKR1B1, MAPK10, PSMB5, MAPK14, NR5A1, CYP2B6, LCK, CYP1B1, CA1, CYP3A4, CYP2A6, DPP3, CA7, XDH, ABCG2, CDK6, FLT3, CYP2C9, NR0B1, CA2"
BRD-K59284035,ELANE,,"EGFR, MTOR",,"EGFR, MTOR, ELANE"
BRD-K25691735,,,,,
BRD-K22314899,,,AHR,,AHR
BRD-K28352084,"PIK3C2B, MTOR, PIK3C3, PIK3CA, PIK3CD, PIK3CG, PIK3CB",,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG",,"PIK3C2B, MTOR, PIK3C3, PIK3CA, PIK3CD, PIK3CG, PIK3CB"
BRD-K71487808,,,"RARA, RARB",,"RARA, RARB"
BRD-K83022601,,,,,
BRD-A50016482,,,,,
BRD-K00004748,,,,,
BRD-K67680372,"SLC6A1, SLC6A11, SLC6A12",,SLC6A1,,"SLC6A1, SLC6A11, SLC6A12"
BRD-K88544581,SOAT1,,"ACAT1, CES1",,"SOAT1, CES1, ACAT1"
BRD-K01423020,,,,,
BRD-K58736316,"ALPL, CA4, CA7, XDH, CA2, CA5B, CD38, ALPI, DAPK1, CA5A, CA12, CA9, CA1, CA14, ALPG, CA3","CA13, CA7, PTGS2, CA4, APP, CA14, F2, CA5B, PTGS1, BACE1, KIT, CA1, CA5A, CA9, CA2, CA6, CA12, CA3",PTGS1,"PTGS1, F2, PTGS2, XDH","CA13, PTGS2, CA5B, CD38, ALPI, PTGS1, CA12, CA14, ALPG, CA4, BACE1, DAPK1, CA5A, CA9, CA6, CA3, APP, CA1, KIT, ALPL, CA7, XDH, F2, CA2"
BRD-A20742938,,,,,
BRD-K35245662,"ABCC4, ABCC3",NR3C1,"NR3C1, SERPINA6",,"ABCC3, NR3C1, SERPINA6, ABCC4"
BRD-K13044802,"HIF1A, ABCC4, SLC47A1, ABCC3","DOHH, PARP1",ATP1A1,"ABCB11, ABCC4, SLC47A1, IDH1","ABCB11, SLC47A1, ATP1A1, ABCC3, DOHH, PARP1, HIF1A, ABCC4, IDH1"
BRD-A94965935,,,"PTGS1, PTGS2",,"PTGS1, PTGS2"
BRD-K00004311,,,GPR55,,GPR55
BRD-K92781136,"PRKD1, PLK1",,PKD1,,"PRKD1, PLK1, PKD1"
BRD-K06405316,,,GPR35,,GPR35
BRD-A08840375,,,MAPK3,,MAPK3
BRD-K96153583,"ABCC4, ABCC3, SLC22A6",,,,"ABCC4, ABCC3, SLC22A6"
BRD-A93000692,,,PPARG,,PPARG
BRD-K85518562,"SLC22A8, SLC22A6",DPEP1,DPEP1,,"SLC22A8, SLC22A6, DPEP1"
BRD-K96177243,,ACE,ACE,,ACE
BRD-K57252450,"ITGA5, ITGB6, ITGB5, ITGB3, ITGAV",,"ITGAV, ITGB3","ITGAV-ITGB6, ITGA5-ITGB1, ITGAV-ITGB5, ITGA2B; ITGB3, ITGAV-ITGB3","ITGA5, ITGAV-ITGB6, ITGA5-ITGB1, ITGAV-ITGB5, ITGB6, ITGB5, ITGA2B; ITGB3, ITGAV-ITGB3, ITGB3, ITGAV"
BRD-K00004281,,,CACNA1B,,CACNA1B
BRD-K00004595,NR1H4,,,,NR1H4
BRD-K00003550,"PDE5A, PDE3A, PDE4A, PDE1B",,"PDE4A, PDE4B, PDE4D",,"PDE5A, PDE4D, PDE1B, PDE4B, PDE3A, PDE4A"
BRD-K28578425,"PDE5A, PDE3A, PDE3B, PDE1B",,"PDE3A, PDE3B","PDE5A, PDE3A, PDE3B","PDE5A, PDE1B, PDE3A, PDE3B"
BRD-K67017579,"ABCC3, PDE1B, CACNA1C, PDE3A, ABCC4","PDE3A, PDE3B, CYP2C9","PDE3A, PDE3B",,"ABCC3, PDE1B, CACNA1C, CYP2C9, PDE3A, ABCC4, PDE3B"
BRD-K00004667,,,,,
BRD-A75514485,,,TRPM3,,TRPM3
BRD-A65440446,,,"ADRB1, ADRB2, ADRB3",,"ADRB2, ADRB1, ADRB3"
BRD-K34157611,"HRH4, AOX1, SLC22A1, ABCC3, SLC47A1, HRH3, SLC22A2, HRH1, ATP4A, SLC22A11, SLC22A8, SLC22A6, HRH2, ABCC4, CYP3A4, SLC47A2","HTR2A, SLC47A1, SLC47A2, HRH2","HRH2, SLC29A4, SLC47A1, SLC47A2","ABCB11, AOX1, SLC47A1, ATP4A; ATP4B, CYP2D6, ABCC2, ABCB1, HRH2, ABCC4, CYP3A4, SLC47A2","SLC29A4, ABCC2, HRH1, ATP4A, HRH4, AOX1, ATP4A; ATP4B, CYP2D6, HRH3, SLC22A11, HTR2A, SLC22A6, ABCB1, HRH2, ABCC3, CYP3A4, SLC47A2, ABCB11, SLC47A1, SLC22A1, SLC22A2, SLC22A8, ABCC4"
BRD-A99899486,,,CHRM1,,CHRM1
BRD-K73838513,,"CYP2D6, CASR, GLRA1",CASR,"CASR, GLRA1","CASR, GLRA1, CYP2D6"
BRD-K73440166,,,"GUCY1A3, GUCY1B3",,"GUCY1A3, GUCY1B3"
BRD-K53720352,,CYSLTR1,CYSLTR1,,CYSLTR1
BRD-K40901640,"SIGMAR1, HTR2C",,HTR2A,"GP6, HTR2A, SIGMAR1, HTR2C","GP6, HTR2C, HTR2A, SIGMAR1"
BRD-K99121711,EIF4G1,"SCN2A, SCN3A, SCN10A, SCN1A, SCN5A","CALM1, SCN10A, SCN5A",,"SCN2A, SCN3A, EIF4G1, SCN10A, SCN1A, SCN5A, CALM1"
BRD-K39079086,,,,,
BRD-K36551084,,,CYP2D6,,CYP2D6
BRD-K72915123,"DHODH, EPRS1, PDE10A",PDE10A,,,"DHODH, EPRS1, PDE10A"
BRD-K00531707,,,,,
BRD-K46839850,,,,,
BRD-K25154476,,,,,
BRD-K26875402,"ALOX5, PTGS2, XDH",,TRPA1,"XDH, TRPA1, PTGS2, ALOX5","PTGS2, XDH, TRPA1, ALOX5"
BRD-K07220430,"HRH4, ABCC4, ABCC3","HTR2B, ADRA1D, SCN2A, HRH1, SIGMAR1, DRD2, ADRA2A, HRH4, OPRM1, SLC6A2, ADRA2C, HTR1A, SCN3A, HTR2A, SLC6A3, CHRM5, SCN1A, ADRA2B, CHRM3, DRD3, CHRM1, CHRM4, SLC6A4",,"ABCB11, ABCC4, Trypano CYSP, ABCC2","HTR2B, ADRA1D, SCN2A, ABCC2, HRH1, SIGMAR1, DRD2, ADRA2A, HRH4, OPRM1, SLC6A2, ADRA2C, HTR1A, Trypano CYSP, SCN3A, HTR2A, SLC6A3, CHRM5, SCN1A, ABCC3, ADRA2B, CHRM3, DRD3, ABCB11, CHRM1, CHRM4, SLC6A4, ABCC4"
BRD-K00003354,,,,,
BRD-K08699567,,,,,
BRD-K14704277,,CA2,,,CA2
BRD-K17828029,,,,,
BRD-K24570280,NR1I3,,"NR1H4, NR1I3, PPARG",,"NR1I3, NR1H4, PPARG"
BRD-K66241279,,SLC6A19,,,SLC6A19
BRD-K00003458,,,,,
BRD-K24507548,,,,,
BRD-K00004625,"PDE5A, PDE4A",,,"PDE5A, PDE4A","PDE5A, PDE4A"
BRD-K27811785,"HTR2B, AR, PTGS2, ADRB3, NPY1R, ADORA3, CCKAR, OPRK1, HRH1, OPRD1, DRD2, CNR1, EDNRB, CRHR1, MLNR, ADORA2A, OPRM1, SLC6A2, HTR2C, HRH3, SLC6A3, HRH2, GHSR, ADRB1, HTR3A, CCKBR, CHRM3, HCAR2, AGTR1, NTSR1, ADRB2, NPY2R, BDKRB2, ADRA1A, CYP2C9, TACR1, KCNH2, SLC6A4",,,"HTR2B, AR, ESR1, PTGS2, ADRB3, NPY1R, DRD1, ADORA3, CCKAR, MC3R, GCGR, DRD4, OPRK1, PTGS1, HRH1, OPRD1, DRD2, CRHR2, ADRA2A, EDNRB, MLNR, CNR1, ADORA2A, CRHR1, OPRM1, HTR2C, ADRA2C, SLC6A2, HTR1A, HRH3, SLC6A3, AVPR1A, HTR2A, HRH2, GHSR, ADRB1, HTR3A, CCKBR, PDE4D, CHRM3, ADRA2B, HCAR2, DRD3, AGTR1, TBXA2R, EDNRA, CHRM2, NTSR1, ADRB2, MC4R, BDKRB1, NPY2R, BDKRB2, AVPR2, NR3C1, CHRM1, CYP2C9, ADRA1A, MAOA, ESR2, TACR1, KCNH2, SLC6A4","HTR2B, AR, PTGS2, ESR1, ADRB3, NPY1R, DRD1, ADORA3, CCKAR, MC3R, GCGR, DRD4, OPRK1, PTGS1, HRH1, OPRD1, DRD2, CRHR2, CNR1, EDNRB, CRHR1, MLNR, ADORA2A, ADRA2A, OPRM1, SLC6A2, HTR2C, ADRA2C, HTR1A, HRH3, SLC6A3, AVPR1A, HTR2A, HRH2, GHSR, ADRB1, HTR3A, CCKBR, PDE4D, CHRM3, ADRA2B, HCAR2, DRD3, AGTR1, TBXA2R, EDNRA, NTSR1, CHRM2, ADRB2, MC4R, BDKRB1, NPY2R, BDKRB2, ADRA1A, CYP2C9, AVPR2, NR3C1, CHRM1, MAOA, ESR2, TACR1, KCNH2, SLC6A4"
BRD-K95362002,"MMP13, MMP8, MMP9",,"ADAM17, MMP1, MMP13, MMP2, MMP3, MMP8, MMP9",,"MMP13, MMP8, MMP9, MMP2, MMP3, MMP1, ADAM17"
BRD-A49358627,,,PPARA,,PPARA
BRD-K04804440,"ABCC3, TOP2B, KCNH2, TOP2A, ABCC4, CYP3A4","TOP2A, TOP2B",TOP2A,"ABCB11, Stap-coc gyrA, ABCC2, TOP2B, TOP2A; TOP2B, KCNH2, TOP2A, ABCC4, Bact parC","ABCB11, Stap-coc gyrA, ABCC3, ABCC2, TOP2B, TOP2A; TOP2B, KCNH2, TOP2A, ABCC4, Bact parC, CYP3A4"
BRD-K01767299,"ACHE, HRH4, HRH3, HRH1, BCHE, HRH2",,"ADRA2A, ADRA2C, HRH3, HRH4, HTR3A","ACHE, MAOB, HRH4, ADRA2C, HRH3, HRH1, BCHE, MAOA, HRH2, ADRA2A","ACHE, HTR3A, HRH4, ADRA2C, MAOB, HRH3, HRH1, BCHE, MAOA, HRH2, ADRA2A"
BRD-A35425966,"GRIN2D, GRIN2C",,"GRIN2C, GRIN2D",,"GRIN2D, GRIN2C"
BRD-K54142781,"ADRA1D, ADRA1A",,ADRA1A,"ADRA1B, ADRA2C, ADRA1D, ADRA2B, HTR1A, ADRA1A, ADRA2A, NISCH","ADRA1B, ADRA1D, ADRA2C, ADRA2B, HTR1A, ADRA1A, ADRA2A, NISCH"
BRD-K71756122,FTO,,ACO2,,"ACO2, FTO"
BRD-K00004205,,,"GRM2, GRM3, GRM6, GRM7, GRM8",,"GRM6, GRM7, GRM2, GRM8, GRM3"
BRD-K41962502,,,NOS3,,NOS3
BRD-K52670952,,,HTR2A,,HTR2A
BRD-K80025777,,,,,
BRD-K06895174,,,"HTR2A, HTR3A, HTR4, KCNH2",,"HTR3A, HTR2A, KCNH2, HTR4"
BRD-K17498618,,"CHRNA1, CHRNB1, CHRND",CHRNA2,,"CHRNB1, CHRNA2, CHRNA1, CHRND"
BRD-K69172251,,,XIAP,,XIAP
BRD-A47598013,"SLC6A4, ABCC4, ABCC3","SLC6A2, HTR2C, ADRA1A, CHRM1, HRH1, SLC6A4","ADRA1A, CHRM1, HRH1, SLC6A2, SLC6A3, SLC6A4",,"SLC6A2, ABCC3, HTR2C, ADRA1A, CHRM1, HRH1, SLC6A3, SLC6A4, ABCC4"
BRD-K00003202,"HDAC4, HDAC6, HDAC2, HDAC1",,,"HDAC4, HDAC1, HDAC2, HDAC6","HDAC1, HDAC6, HDAC2, HDAC4"
BRD-K53263234,NR1I3,,NR1I3,"NR1I3, NR1I2","NR1I3, NR1I2"
BRD-K01827268,,,"ACHE, SLC1A2",,"ACHE, SLC1A2"
BRD-A57957888,,,,,
BRD-K76792669,"PLIN1, HNF4A, FTO, PLIN5",,"AKR1B1, ANG, APRT, BHMT, C8G, CA4, CPB1, CS, CTDSP1, GNMT, HGS, HS3ST3A1, IL4I1, ITPA, LSM6, MDH2, MIF, PDE5A, PKD2L1, PLEKHA1, RNASE1, RNASE3, SRC, TNFSF13B, UCK2",,"PLEKHA1, CS, RNASE1, ITPA, FTO, PKD2L1, PLIN1, HNF4A, CA4, SRC, GNMT, APRT, CTDSP1, AKR1B1, CPB1, MDH2, IL4I1, RNASE3, BHMT, MIF, PLIN5, HGS, LSM6, TNFSF13B, PDE5A, UCK2, HS3ST3A1, ANG, C8G"
BRD-K21306330,KCNH2,,HTR4,,"HTR4, KCNH2"
BRD-K00004624,ALOX5,,,ALOX5,ALOX5
BRD-K00005246,"BTK, KDR, FGFR1, EGFR, FGFR2",,,,"BTK, KDR, FGFR1, EGFR, FGFR2"
BRD-K81572616,,,"ACTR2, ACTR3, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5",,"ARPC3, ARPC2, ACTR3, ARPC1B, ACTR2, ARPC4, ARPC5"
BRD-A26458246,,,"JAK2, STAT1",,"STAT1, JAK2"
BRD-K34303607,"CSNK1A1, CSNK2A1, PRKCA",,CSNK1G2,,"PRKCA, CSNK1G2, CSNK2A1, CSNK1A1"
BRD-K00662280,"GABRA4, GABRA6, GABRA1, GABRA5, GABRA3",,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",,"GABRB2, GABRG2, GABRA2, GABRA4, GABRA6, GABRA1, GABRA5, GABRA3"
BRD-K87573013,,,,,
BRD-K93034159,"NR5A1, ABCC4, BCL2L11, ABCC3","PDE4A, DCK","ADA, PNP, POLA1, POLE, POLE2, POLE3, POLE4, RRM1, RRM2, RRM2B","ABCB11, ABCC4, PDE2A, ABCC2","RRM2B, BCL2L11, ABCC2, RRM1, POLA1, POLE4, PDE4A, POLE, ADA, ABCC3, NR5A1, POLE3, PNP, RRM2, DCK, ABCB11, POLE2, PDE2A, ABCC4"
BRD-K00004576,,,,,
BRD-K62378877,,,,,
BRD-K49668410,,,CYP3A4,,CYP3A4
BRD-K94250879,ELANE,,,"ABCB11, Stap-coc blaZ, ELANE","ABCB11, Stap-coc blaZ, ELANE"
BRD-K17294426,"ACHE, DRD2, DRD4, KCNH2","ACHE, DRD4, DRD3, KCNH2, DRD2","ACHE, DRD2","ACHE, DRD4, DRD3, KCNH2, DRD2","ACHE, DRD4, DRD3, KCNH2, DRD2"
BRD-K30240666,"SLC22A1, CHRM3, HNF4A, SIGMAR1, PLIN5, CHRM5, PLIN1","HTR2B, ADRA1D, DRD1, HRH1, SIGMAR1, HTR6, DRD2, ADRA2A, ADRA2C, SLC6A2, HTR2C, CYP2D6, CYP2C19, TMEM97, HTR2A, SLC6A3, HRH2, CHRM5, ADRA2B, CHRM3, DRD3, CHRM2, SLC22A1, CHRM1, CHRM4, KCNH2",HRH1,,"HTR2B, ADRA1D, DRD1, HRH1, SIGMAR1, HTR6, HNF4A, DRD2, ADRA2A, PLIN1, ADRA2C, SLC6A2, HTR2C, CYP2D6, CYP2C19, TMEM97, HTR2A, SLC6A3, CHRM5, HRH2, CHRM3, ADRA2B, DRD3, CHRM2, PLIN5, SLC22A1, CHRM1, CHRM4, KCNH2"
BRD-K04704168,"TRPC3, HRH4, TRPC6, KCNH2","TRPC3, HRH4, TRPC5, TRPC4, TRPC6",,"TRPC3, TRPC6","TRPC3, HRH4, TRPC5, TRPC4, TRPC6, KCNH2"
BRD-K00003701,,,"ABCC8, ADRB2, KCNJ11",,"ABCC8, ADRB2, KCNJ11"
BRD-A01563671,,,"CACNA1C, CACNA1D, CACNA1F, CACNA1S",,"CACNA1C, CACNA1S, CACNA1F, CACNA1D"
BRD-K00003562,,,,,
BRD-K01827265,,,"CHRM1, CHRM3",,"CHRM1, CHRM3"
BRD-A61676498,,,,,
BRD-K01825499,,,,,
BRD-K23586533,,,,,
BRD-K10759270,,,,,
BRD-K27771035,PON1,,,,PON1
BRD-A90625545,,,LPL,,LPL
BRD-K09255212,"HDAC9, ABCC3, HDAC7, HDAC1, HDAC5, OPRK1, HDAC8, HDAC2, HDAC4, ABCC4, HSP90AA1",APP,OPRK1,"ABCB11, APP, PDE4D, ABCC2, ABCC4","ABCB11, HDAC9, APP, ABCC3, HDAC7, PDE4D, HDAC1, HDAC5, HDAC8, OPRK1, ABCC2, HDAC2, HDAC4, ABCC4, HSP90AA1"
BRD-K71430621,"HRH1, HRH4, HRH2, HRH3",,"HRH1, HRH2, HRH3, HRH4",,"HRH4, HRH3, HRH1, HRH2"
BRD-K10799896,CYP3A4,"NR3C1, CYP3A5, ABCB11, ANXA1","NR3C1, PLA2G1B",,"ABCB11, CYP3A5, NR3C1, PLA2G1B, ANXA1, CYP3A4"
BRD-K58810291,,NR3C1,NR3C1,,NR3C1
BRD-A43809092,,,,,
BRD-K38003476,,NR3C1,"NR3C1, PLA2G1B",,"NR3C1, PLA2G1B"
BRD-K72542090,"MMP12, MMP9","SLC17A9, SLC25A4, SLC25A5, SLC25A6, PTPN1","SLC25A4, SLC25A5, SLC25A6","MMP2, MMP3, MMP12, MMP9","SLC25A4, SLC17A9, SLC25A5, SLC25A6, MMP9, MMP12, MMP2, MMP3, PTPN1"
