broad_id,Target
BRD-K00004566,
BRD-K48367671,XDH
BRD-K12502280,"BRD4, JAK1, JAK2, JAK3, TYK2"
BRD-K99107520,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B"
BRD-K91740057,CTSL
BRD-K26404903,"PTGS1, PTGS2"
BRD-A30815329,CFTR
BRD-K00003319,
BRD-K08791496,
BRD-K51318897,TUBB
BRD-K12513978,"PTGS1, PTGS2"
BRD-K01825694,"PAH, TPH1, TPH2"
BRD-A71033472,HTR2B
BRD-K25290930,
BRD-A66920069,"GABBR1, GABBR2"
BRD-A66284731,
BRD-K41160163,GRM5
BRD-K50388907,"MMP25, PPARA"
BRD-K30213273,"CLCN1, PPARA"
BRD-K01826790,"DRD1, DRD4"
BRD-K01827286,"PTGS1, SLC5A8"
BRD-K00003668,ADRB2
BRD-K77564118,
BRD-K44777569,NOS3
BRD-K89085489,RARA
BRD-K26739552,
BRD-K67217586,
BRD-K16077845,"PTGS1, PTGS2"
BRD-A33697453,
BRD-K61642990,ERBB2
BRD-K00003281,
BRD-K97375133,
BRD-K66295376,"CA1, CA12, CA14, CA2, CA4, CA6, CA9"
BRD-K46731503,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5"
BRD-K00003232,
BRD-K08864679,NR1H4
BRD-K37069697,
BRD-A73368467,HRH1
BRD-K00003287,
BRD-K56807945,"EGLN1, EGLN2, HIF1A"
BRD-K14385366,"EGLN1, EGLN2, EGLN3"
BRD-K61951118,
BRD-K09778810,TSPO
BRD-K66093087,TSPO
BRD-K48112880,"PPARD, PPARG"
BRD-K44777625,
BRD-K07160047,
BRD-A63752151,AKR1B1
BRD-K00003591,
BRD-K37379014,KIF11
BRD-K16803204,"JAK1, JAK2, JAK3, TYK2"
BRD-K21586122,AGTR1
BRD-K98384930,
BRD-K01095011,"AKR1D1, SRD5A1, SRD5A2"
BRD-K88025533,"S1PR1, S1PR5"
BRD-K37688416,
BRD-K61560897,"PLD1, PLD2"
BRD-A50675702,
BRD-K17513304,ITGA4
BRD-K09090523,PTGS2
BRD-K00003236,
BRD-K31836715,"CDK6, FASN"
BRD-K00003377,
BRD-K17896185,OPRD1
BRD-A01907367,OPRM1
BRD-K38350380,PTGS2
BRD-K00005243,
BRD-K58550667,NAMPT
BRD-K83508485,"TACR1, TACR2"
BRD-K80607346,
BRD-K01666925,"ACAD8, ACADM, ACADS, ACOX1, AIFM1, CYB5R1, CYB5R3, DAO, DLD, DPYD, ERO1LB, FDXR, GCDH, GFER, GSR, IL4I1, IVD, MAOA, MAOB, NOS1, NQO1, NQO2, POR, TXNRD1, XDH"
BRD-K47639036,"CHRM1, CHRM2"
BRD-A09472452,"KCNA5, KCNA7, SCN5A"
BRD-K61717546,TOP2A
BRD-A44500574,
BRD-K33637378,"DRD4, HTR1A, HTR2A"
BRD-K56740996,"KCNMA1, KCNN4, KCNQ2, KCNQ4, KCNQ5"
BRD-A23418262,"PTGS1, PTGS2"
BRD-K43383936,HTR1A
BRD-K11298197,
BRD-K00004567,
BRD-A79643124,
BRD-K47832606,TYMS
BRD-K00003510,
BRD-K86003836,TUBB
BRD-K27871792,
BRD-K05977355,CYP51A1
BRD-K82143716,DNMT1
BRD-K66788707,"ADA, DCK, POLA1, RRM1, RRM2"
BRD-K71106091,"POLA1, POLD1, POLE, RRM1, RRM2, RRM2B"
BRD-K06408664,NR3C2
BRD-K00824317,"NR3C1, SERPINA6"
BRD-K44067360,"AKR1C3, ANO1, AR, GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, PANX1, PANX2, PANX3, PKD2L1, PTGS1, PTGS2, TRPC5, TRPM2, TRPM5"
BRD-K68870568,"ABL1, PDGFRB"
BRD-K98769987,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ"
BRD-A44181516,
BRD-A69777949,
BRD-K61496577,"NR3C1, PLA2G1B"
BRD-K00025599,"NR3C1, SERPINA6"
BRD-A43518428,
BRD-K29582677,"CACNA1G, CACNA1H, CACNA1I, CALM1, HRH1"
BRD-K49577446,NR3C1
BRD-K99984802,
BRD-K94353609,"NR3C1, SERPINA6"
BRD-K57886322,"NR3C1, SERPINA6, SMO"
BRD-K21913543,SLC22A6
BRD-K64862097,NR3C1
BRD-K02528732,NR3C1
BRD-K51199656,
BRD-A31159102,"ANO1, HTR2B, SLC6A4"
BRD-K70487031,"ADRA1A, CHRM1, DRD1, DRD2, DRD3, DRD5, HTR2A"
BRD-K55127134,"CALM1, DRD1, DRD2, DRD5, HRH1, HTR2A, HTR6, HTR7"
BRD-K27898013,"DRD2, HTR1B, HTR4"
BRD-K50720187,"ADRA2A, KCNQ1, KCNQ2"
BRD-K44091134,"HTR1A, HTR1B"
BRD-K00003239,
BRD-A86044036,
BRD-K69907333,"PTGS1, PTGS2"
BRD-K00004724,
BRD-K75410565,"APH1B, BACE1, IKBKG, PSEN1, PSEN2, PTGS1, PTGS2"
BRD-K67445247,
BRD-K14763542,
BRD-K56908511,
BRD-K77947974,"CACNG1, DRD2, HRH1, HTR1A, HTR1D, HTR1E, HTR2A"
BRD-K28307902,"AHR, AR"
BRD-K62310379,"NR3C1, NR3C2, PGR, PLA2G4A"
BRD-A00218260,
BRD-K66296774,HMGCR
BRD-K53517854,SLC6A4
BRD-K15327298,
BRD-K00003096,
BRD-K18673820,"FOLR2, FOLR3, SLC19A1, SLC46A1"
BRD-K56810756,"ADH1A, ADH1B, ADH1C, AKR1A1, CAT"
BRD-K44942188,
BRD-K00003513,"F10, SERPINC1"
BRD-K03449891,"FLT1, FLT4, KDR, MET"
BRD-A26503646,CYP19A1
BRD-K55567017,"ADH1C, SLC5A2"
BRD-K54006094,ADRB2
BRD-K16505263,PNP
BRD-K57774929,PTAFR
BRD-K09602097,"ADCY2, ADCY5, GNAS"
BRD-K59110290,
BRD-K23848629,TACR1
BRD-K06814349,CDH5
BRD-K85146014,
BRD-K20801936,"ESR1, ESR2"
BRD-K00003384,
BRD-K81101512,
BRD-K28687144,"PTGS1, PTGS2"
BRD-K27963513,
BRD-A51382177,ACE
BRD-A33506612,ACE
BRD-K53809807,SCN5A
BRD-K85178109,SYK
BRD-K00003191,
BRD-A62893078,
BRD-K13005598,WNT5A
BRD-M17926088,
BRD-K61250484,
BRD-A09368919,
BRD-A96456596,
BRD-K59875992,
BRD-K78959463,"CACNA1C, CACNA1S"
BRD-K87691185,AGER
BRD-K30990140,
BRD-K19318328,EDNRA
BRD-K68756823,"MAPK1, MAPK3"
BRD-K57243773,"PAK1, PAK2, PAK3, PAK4"
BRD-K07202345,
BRD-K00004668,"CELA1, ELANE"
BRD-K08255599,"HTR1A, HTR1B, HTR1D"
BRD-K70504253,KDR
BRD-K05724540,
BRD-K99383816,TYMS
BRD-K00003378,
BRD-K00003355,
BRD-K54838207,
BRD-A85667082,"ESR1, ESR2, GPER1"
BRD-A99367815,METAP2
BRD-K61915943,CERS1
BRD-K00004702,
BRD-K00003314,
BRD-K01824979,
BRD-K77758223,PRMT1
BRD-K11756522,
BRD-K55529781,TBXAS1
BRD-K78010432,"CA2, GPR35, SLC12A1, SLC12A2"
BRD-A71157293,
BRD-K00004693,
BRD-K78355918,
BRD-K00003392,
BRD-K41267922,TGFB1
BRD-K26878113,ACHE
BRD-K62696033,GPER1
BRD-K00004290,GPER1
BRD-K00003126,
BRD-K46254452,
BRD-K62737565,"ADORA1, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B"
BRD-A86665761,CACNA1G
BRD-K79905821,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRG2"
BRD-K59256312,"PRSS1, TPSAB1"
BRD-K89104321,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRD, GABRR1, GABRR2, GABRR3"
BRD-K00003579,
BRD-K38140108,
BRD-K25106841,PGD
BRD-K11099631,
BRD-A72401848,
BRD-K00003410,
BRD-K49481516,"ACHE, BCHE, CHRNA1, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNA9, CHRNB1, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG"
BRD-K00004319,"AR, CYP17A1"
BRD-K00003270,
BRD-K43106192,"CHRM2, CHRNA1"
BRD-K77345217,"CA1, CA12, CA14, CA2, CA4, CA6, CA9, SELP"
BRD-K46648676,
BRD-A52922642,ATP2A2
BRD-K08542803,BCL2
BRD-K00003489,
BRD-K77245796,"GABBR1, GABBR2, GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2, GATM, KCTD12, KCTD16, KCTD8, SLC6A1"
BRD-K18059238,"PTGS1, PTGS2"
BRD-K28217197,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6"
BRD-K22662435,
BRD-K38852836,HSP90AA1
BRD-K00003733,
BRD-K64451768,GLI1
BRD-K09485525,"GLI1, GLI2"
BRD-K77038618,TOP2A
BRD-K15447284,
BRD-K01825698,
BRD-K81981783,"GLRB, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B"
BRD-K92015269,
BRD-K50135270,"AGTR1, SLC6A3"
BRD-K92577649,SLC6A3
BRD-K43002773,"AKT1, AKT2, AKT3, PRKG1"
BRD-K00003420,
BRD-K00003309,
BRD-K68938568,"BIRC2, BIRC3, BIRC7, XIAP"
BRD-K43187018,PIK3CA
BRD-K00003112,
BRD-K46908090,
BRD-K61923022,ESR1
BRD-A30984645,BTK
BRD-K67578145,BRAF
BRD-K00003101,
BRD-K52911425,"PIK3CA, PIK3CB, PIK3CD, PIK3CG"
BRD-K23228615,"FGR, MAP3K9, MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, SYK"
BRD-A20830788,"MAPK1, MAPK3"
BRD-K02703275,HSP90AA1
BRD-K00004589,
BRD-K64052750,EGFR
BRD-K43570081,HSP90AA1
BRD-K43890836,
BRD-K15108141,"CMPK1, RRM1, RRM2, TYMS"
BRD-K09456915,"CMPK1, RRM1, TYMS"
BRD-K11129031,"LPL, PPARA, SLCO1B1, SLCO1B3, SLCO2B1"
BRD-A40787240,
BRD-K00003182,
BRD-K28824103,
BRD-K57275767,GLP1R
BRD-K73771095,
BRD-K43797669,"CFTR, ESR1, ESR2, ESRRA, ESRRB, ESRRG, NCOA1, NCOA2, PPARG, PTK2B, TOP2A, TRPC5"
BRD-K97891829,HSPA8
BRD-K33131085,GRIN2B
BRD-K70693421,UGCG
BRD-K99475619,TOP1
BRD-A04447196,
BRD-A56754222,
BRD-K33499285,
BRD-K02780233,
BRD-K97197005,
BRD-K97472745,"AR, ESR1, PGR"
BRD-K31342827,"PDPK1, PIM1, PRKCI, PRKCZ"
BRD-A25625670,GGT1
BRD-K19669037,CDKN1A
BRD-K72280606,FLT3
BRD-K35687421,DPYD
BRD-K42679315,"GLRA1, GLRB"
BRD-K93816012,"GLRA1, GLRA2, GLRA3, GLRB, HTR3A, HTR3B"
BRD-K01942833,PTGS2
BRD-A84810646,
BRD-K00003326,
BRD-A44511856,KCNH2
BRD-K13810148,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9"
BRD-K03827870,GCK
BRD-K79710622,"NOX1, NOX4"
BRD-K38272302,TGM2
BRD-K01826515,CFTR
BRD-K34341643,SMO
BRD-K00003260,
BRD-K00003288,
BRD-A61154809,
BRD-K34776109,"ABCC8, KCNJ1, KCNJ11"
BRD-K12219985,"ABCC8, KCNJ10, KCNJ11, PPARG"
BRD-K80396088,"ABCC8, KCNJ10, KCNJ8"
BRD-K00004731,
BRD-K00003380,
BRD-K15893360,AR
BRD-K04643927,AR
BRD-K00003095,
BRD-K60150658,
BRD-K04288422,LCT
BRD-K29918010,IL1B
BRD-K69346723,"ESD, GGT1, GLO1, GLRX, GLRX2, GPX1, GPX2, GPX3, GPX4, GPX5, GPX6, GPX7, GPX8, GSR, GSS, GSTA1, GSTA2, GSTA3, GSTA4, GSTA5, GSTK1, GSTM1, GSTM2, GSTM3, GSTM4, GSTM5, GSTO1, GSTO2, GSTP1, GSTT1, GSTZ1, HAGH, HPGDS, LTC4S, MGST1, MGST2, MGST3, TXNDC12"
BRD-K58937086,
BRD-K85066592,
BRD-K36927236,"ABCA1, ABCB11, ABCC8, ABCC9, CFTR, CPT1A, KCNJ1, KCNJ11, KCNJ5, KCNJ8, SLCO2B1"
BRD-A10773072,
BRD-K00003520,
BRD-K78303961,TNF
BRD-A81233518,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5"
BRD-K00004613,FKBP1A
BRD-K69832040,NAMPT
BRD-K33963447,
BRD-K97056771,"ABL1, BCR"
BRD-K87632963,"ABL1, BCR"
BRD-K19975102,"NTRK1, NTRK2, NTRK3"
BRD-K69075588,"GCK, TNK2"
BRD-K64748124,"OPRK1, OPRM1"
BRD-K36984403,"PRKCA, PRKCB, PRKCD, PRKCG, PRKCZ"
BRD-A57886255,GBF1
BRD-K69001009,"KDR, MET"
BRD-K96874295,GNRHR
BRD-K99504665,"GNRHR, LHCGR"
BRD-K19295594,BCL2
BRD-K67397687,GPBAR1
BRD-K44869961,FKBP1A
BRD-A90201073,
BRD-K83289131,NAMPT
BRD-K19409553,FFAR4
BRD-K65285700,CNR2
BRD-K34608650,CNR2
BRD-K50891186,DRD3
BRD-K49945136,HTR4
BRD-K11911061,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6"
BRD-K83023055,
BRD-K12120659,"ITGA2B, ITGB3"
BRD-K52394958,"TAC1, TACR2"
BRD-K00004242,NR1H4
BRD-K40578143,"ADORA1, ADORA2A"
BRD-K45170529,
BRD-K26005076,
BRD-A10967948,HTR3A
BRD-K62050508,PTGER4
BRD-K24943235,
BRD-K08273968,KRT12
BRD-K62594868,HTR4
BRD-K98155362,HTR1D
BRD-K99916169,"BTRC, NFKBIA"
BRD-K75478907,GABBR1
BRD-K68453341,"ADORA1, ADORA2A, ADORA2B, ADORA3"
BRD-K73585091,TLR7
BRD-K26526496,
BRD-K76719364,SYK
BRD-K32847255,KDM6B
BRD-K82484347,
BRD-K98203492,"KDM6A, KDM6B"
BRD-K55438324,
BRD-K33521504,KDM1A
BRD-K04923131,"GSK3A, GSK3B"
BRD-K98684188,PPARD
BRD-K06750613,PIK3CG
BRD-K36740062,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4"
BRD-K60341624,GRPR
BRD-K36697397,UTS2R
BRD-K69669039,"HTR1A, HTR1B, HTR1D"
BRD-K06749501,"ALK, IGF1R, INSR, RPS6KA1"
BRD-K00003166,
BRD-K04833372,"IGF1R, INSR"
BRD-K25412176,"AKT1, AKT2, AKT3"
BRD-K07972848,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG"
BRD-K15691453,ALOX5AP
BRD-K90737788,TRPV4
BRD-K95123482,FASN
BRD-K00003364,
BRD-K00003379,
BRD-K62738477,EPHX2
BRD-K05858796,SLC10A2
BRD-K70642949,"AURKA, AURKB, PDPK1"
BRD-K00004689,
BRD-K37590257,PDE4A
BRD-K30185465,LRRK2
BRD-K81689258,"EIF2AK3, MYLK2"
BRD-K49215523,PIK3CB
BRD-K41104902,
BRD-K89464729,"ROCK1, ROCK2"
BRD-K48062199,"BAZ2A, BAZ2B"
BRD-K21867462,EZH2
BRD-K17472821,PPM1D
BRD-K50679358,LDHA
BRD-K08398903,
BRD-K09223495,KDM1A
BRD-K97656802,
BRD-K00003292,
BRD-K00003429,
BRD-K00004614,
BRD-K00003373,
BRD-K00003421,
BRD-K00004711,
BRD-K00003121,
BRD-K26514105,FFAR4
BRD-K03155172,PPARD
BRD-A10523515,ROCK1
BRD-K92428232,PLK1
BRD-K72293620,EZH2
BRD-K14991967,"SGK1, SGK2"
BRD-K00003483,
BRD-K25325018,"AKT1, AKT2, AKT3, PAK4, PAK6, PAK7, PRKCQ, PRKG1, PRKX"
BRD-K29328421,NR3C1
BRD-K89015388,CENPE
BRD-K16664969,"CSF1R, FLT3, KIT, PDGFRB"
BRD-K14235254,CHRNA7
BRD-K00739965,
BRD-K00003187,
BRD-K96282009,CA2
BRD-A90515964,
BRD-K62736196,"ADRA2A, ADRA2B, ADRA2C"
BRD-A14262390,
BRD-K00005334,
BRD-K62676709,SLC6A2
BRD-K32830106,"ADRA2A, ADRA2B, ADRA2C"
BRD-K76037122,"ALDH2, DLG4, GAMT, RNASE1"
BRD-K69191882,NOS2
BRD-K50781608,CKM
BRD-K67644125,PNP
BRD-K18745919,OXER1
BRD-K01980392,"SLC6A1, SLC6A11, SLC6A12, SLC6A13"
BRD-K82983861,PPARD
BRD-K23614267,FFAR1
BRD-K00004238,PPARG
BRD-K24242599,CSF1R
BRD-K37864785,ELANE
BRD-K33818169,"NR1H2, NR1H3"
BRD-K10705233,CNR2
BRD-K88186167,NR1H4
BRD-K13039700,NPY5R
BRD-K41312087,NTRK1
BRD-K14880289,"PPARA, PPARD"
BRD-K39520573,"NTRK1, RAF1"
BRD-K36485341,KCNN1
BRD-K79930101,"EGFR, ERBB2"
BRD-K50005760,PTGER4
BRD-K20828910,PPARA
BRD-K96263742,PPARA
BRD-K78086729,"LCK, MAPK14, TGFBR1"
BRD-K65576800,"KCNH2, MCHR1"
BRD-K26823213,CNR2
BRD-K90382497,"PLK1, PLK3"
BRD-K71534238,"FFAR1, FFAR4"
BRD-K93258693,"NCOA2, PPARG, RXRA"
BRD-K65840970,
BRD-K24240364,"GRIA1, GRIA2, GRIA3, GRIA4"
BRD-K58775955,
BRD-K35329391,"ABL1, BCR"
BRD-K12198961,"TNKS, TNKS2"
BRD-K00005333,
BRD-K27737647,"GSG2, PKIA, PRKACA"
BRD-K05434375,
BRD-K64452997,ENPP2
BRD-K58046914,GRIA1
BRD-K41304947,GRIA1
BRD-K68091065,
BRD-K81709173,NR3C1
BRD-K71487404,"NR3C1, PLA2G1B"
BRD-A51964809,KCNN4
BRD-K54247840,"COL1A1, MMP2"
BRD-K50055394,"PLD1, PLD2"
BRD-K67783091,"DRD1, DRD2, DRD3, DRD4, DRD5, GRIN2B, HRH1, HTR1A, HTR1D, HTR2A, HTR2B, HTR7, KCNH1"
BRD-K80859331,"DRD2, DRD3, DRD4, HTR2A"
BRD-K13238168,
BRD-A20550616,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, KCNK10, KCNK12, KCNK13, KCNK15, KCNK18, KCNK2, KCNK3, KCNK9"
BRD-K12630395,"MAOA, MAOB"
BRD-K00003715,
BRD-K18163608,BCL2
BRD-K00004555,
BRD-K73815512,TRPA1
BRD-K03391209,TRPV4
BRD-K00004601,
BRD-K49788188,"NEDD4, SMURF2, WWP1"
BRD-K34672903,"ADORA1, ADORA2A, ADORA2B, ADORA3"
BRD-K01825010,
BRD-K78342372,
BRD-K74057164,
BRD-K15231341,PPARG
BRD-K00004739,
BRD-A32988684,
BRD-K89709433,
BRD-K58122457,AURKB
BRD-K30553453,"DGAT1, MTTP, SOAT1, SOAT2"
BRD-K38903228,"AURKB, CACNA1B"
BRD-K00005353,
BRD-K99792991,"GLUD1, SDHD"
BRD-K10598093,"CHRNA2, CHRNA3, CHRNA4, CHRNA6"
BRD-K04710043,AKT1
BRD-K73753850,
BRD-K70007857,
BRD-K69253806,"AKR1C1, ESR1, ESR2"
BRD-A18605525,
BRD-A63267145,
BRD-A33894669,ADRB2
BRD-A97730597,SCN5A
BRD-A14234430,"AKR1C3, CTPS1, DLG4, HSP90AA1, NOS3, PGF, PLA2G1B, PTPN1, SELP"
BRD-K99946902,TYR
BRD-A55204514,ADRB2
BRD-K62914667,
BRD-K01674964,"HRH1, HRH2, HRH3, HRH4"
BRD-K34411045,RAPGEF4
BRD-K58811567,EGFR
BRD-K73746696,PRMT5
BRD-K74319597,
BRD-K70511574,PLK1
BRD-K00003598,
BRD-K01826529,CHRM1
BRD-A54234250,CHRM5
BRD-K28354016,
BRD-K01826562,HRH1
BRD-K76674262,RPL3
BRD-K30519779,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D"
BRD-A34751532,
BRD-K59570838,
BRD-K98493452,"ALOX5, PTGS1, PTGS2"
BRD-K93631643,
BRD-K00004723,
BRD-K00003140,
BRD-K00003730,
BRD-K44963273,
BRD-K00004745,
BRD-K00003386,
BRD-K58726989,NUAK1
BRD-K00003389,
BRD-K01825665,HRH4
BRD-K62240499,ACHE
BRD-K59788572,"C1QBP, CD44, HABP2, HAPLN1, HAPLN3, HAPLN4, HMMR, ICAM1, NCAN, VCAN"
BRD-K50406511,
BRD-K82103381,
BRD-K02715688,
BRD-K92726801,
BRD-K13078532,"CA1, CA12, CA2, CA4, CA9, KCNMA1, SLC12A3"
BRD-K93568044,"ANXA1, NOS2, NR3C1, NR3C2"
BRD-K11612998,NR3C1
BRD-K99199077,NR3C1
BRD-K00025601,
BRD-K01824977,
BRD-K09968782,NR3C1
BRD-K36862742,"ATP1A1, CA1, CA12, CA2, CA4, CA9, KCNMA1, SLC12A1, SLC12A3"
BRD-K65866076,
BRD-K11227669,TYR
BRD-K00003525,
BRD-A80871782,TAAR1
BRD-A99117172,"TLR7, TLR9"
BRD-K77793136,"PKIA, PRKACA, ROCK1"
BRD-K44932450,PGR
BRD-K92902018,PGR
BRD-A01412266,
BRD-K00003327,
BRD-K62186992,
BRD-K01825165,ACHE
BRD-K75608666,
BRD-K51747290,"RRM1, RRM2, RRM2B"
BRD-K01826510,HRH1
BRD-A24252652,
BRD-K46424862,"MAOA, MAOB"
BRD-K44009692,
BRD-K40530731,"CHRM1, CHRM2, CHRM3, CHRM4"
BRD-K29673530,
BRD-A63780829,"ACE, AKR1B1"
BRD-K13881745,"IKBKB, IL1B, TNF"
BRD-K03739921,PNP
BRD-K26439554,"LPAR1, LPAR3"
BRD-K08109215,"BRD2, BRD3, BRD4"
BRD-K36363294,"BRD2, BRD3, BRD4"
BRD-K04972057,BRD9
BRD-K14762862,
BRD-K71698503,
BRD-K57090026,"CREBBP, EP300"
BRD-K00003105,
BRD-K31135544,"ADORA1, ADORA2A, ADORA2B, ADORA3"
BRD-K08681769,FDPS
BRD-K15196155,HCAR3
BRD-K00003408,
BRD-K14063023,
BRD-K94979336,"ADORA1, PDE2A, PDE3B, PDE4D, PDE5A, PDE6G, PDE7A, PDE8A, PDE9A"
BRD-A02971356,GRIN1
BRD-K62490786,LPL
BRD-K70301465,"BLK, BMX, BTK"
BRD-K16444452,"IL1B, IL6, PDE3A, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A"
BRD-A17655518,
BRD-K14965640,"ASIC1, PTGS1, PTGS2, SLC5A8"
BRD-M64062803,
BRD-A75224450,"PTGS1, PTGS2"
BRD-A40940854,ALOX5
BRD-K44771174,"GHR, GHSR"
BRD-A74391928,"CACNA1C, KCNH2"
BRD-K59839632,"KCNQ2, KCNQ3"
BRD-K71686520,KCNQ2
BRD-K03149601,"SCN1A, SCN3A"
BRD-K65639003,PDE5A
BRD-K24476327,PDE5A
BRD-K63772874,BDKRB2
BRD-K73261812,CTNNB1
BRD-K74603273,"ADRB2, ADRB3"
BRD-K66782112,HRH2
BRD-K00004569,
BRD-K29133151,
BRD-K59433843,TBXA2R
BRD-K73290745,"CYP2D6, OPRD1, OPRK1, OPRM1, UTS2R"
BRD-K52487250,ADRB3
BRD-K52219182,
BRD-A03359064,"ADRB1, ADRB2"
BRD-K48869804,"TRPA1, TRPM8"
BRD-K00003415,
BRD-K41234004,LTB4R2
BRD-K47192521,"ACSL3, ACSL4, FADS1, FFAR1, PPARD, PPARG, PTGS1, PTGS2, SLC8A1, TRPV1"
BRD-K31698212,EGFR
BRD-K18634484,"CTNNB1, TCF4"
BRD-K09638361,"CSNK1A1, CSNK1D, CSNK1E, CSNK1G2"
BRD-K90305467,INS
BRD-K39166528,
BRD-K79102359,HTR6
BRD-K69650333,TOP2A
BRD-K62627508,"MDM2, TP53"
BRD-A18696154,"ADRA2A, PTGS2"
BRD-K37516142,
BRD-K60866521,"PIK3CA, PIK3CB, PIK3CD, PIK3CG"
BRD-K00003098,
BRD-K00003457,
BRD-K76634210,
BRD-K22356203,IDO1
BRD-A14344385,"GRIA1, GRIA2, GRIA3, GRIA4"
BRD-K00003671,
BRD-K74671368,"ENOX2, SPHK1"
BRD-K13829090,GRIA2
BRD-K80060353,GRIA1
BRD-K00004210,GRIN2B
BRD-A67097164,"CYP2A6, CYP2B6, CYP2C18, CYP2C19, CYP2C8, CYP2C9, CYP3A4, CYP3A5, CYP3A7, PTGS1"
BRD-A48376327,SIGMAR1
BRD-K15426076,PTGS2
BRD-K14618467,IKBKB
BRD-K26373640,IKBKB
BRD-K74305673,IKBKB
BRD-K00003427,
BRD-K60480335,
BRD-K51662849,"ACAN, ADAM28, MMP1, MMP12, MMP13, MMP14, MMP2, MMP3, MMP8, MMP9"
BRD-K48722833,"ADRA1A, ADRA2C, DRD1, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR2A, HTR6, HTR7"
BRD-A45664787,"PTGDR, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, PTGIR, TBXA2R"
BRD-K92723993,"ABL1, CSF1R, DDR1, KIT, NTRK1, PDGFRA, PDGFRB, RET"
BRD-K96298462,
BRD-K55822903,
BRD-K33183200,"HRH3, HRH4"
BRD-A78195072,
BRD-K76609936,
BRD-K29626940,"CHRM1, CHRM3"
BRD-K11466259,ACE
BRD-K00004617,
BRD-K00003682,
BRD-A10903566,"ADRA2A, ADRA2B"
BRD-K23200955,
BRD-K38436528,"ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4"
BRD-K26657438,"TLR7, TLR8"
BRD-K00003208,
BRD-K00003154,
BRD-K25906698,"HRH3, HRH4"
BRD-K49519092,HRH3
BRD-K20049318,HRH3
BRD-K00926464,
BRD-K00003532,
BRD-K00004751,
BRD-K81016934,MET
BRD-K33308633,NFATC1
BRD-K28059174,
BRD-K00003102,
BRD-K67628093,CCR2
BRD-K00003344,
BRD-K89208535,"ADRB1, ADRB2"
BRD-K64973364,SLC6A4
BRD-A95869247,"CA2, HTR3A, KCNQ1"
BRD-K01649396,"MAOA, MAOB"
BRD-K00003177,"NCOA1, PPARA, PPARD, PPARG"
BRD-A59747053,
BRD-K74057757,
BRD-K33226500,"CYP3A4, CYP3A5, CYP3A7"
BRD-K90948141,GABRA1
BRD-K17894950,"CDK1, CDK5, GSK3A"
BRD-K19136521,"CDK1, CDK2, CDK5, CDK5R1, GSK3B"
BRD-K17610631,"CA1, CA12, CA14, CA2, CA6, CA7, CA9"
BRD-M08274809,
BRD-K42332878,
BRD-A16296925,"PTGS1, PTGS2"
BRD-K80762071,SLCO1B1
BRD-K01815685,AHR
